productId,productName,brand,category,imageUrl,verified
"0012a1da-966a-421c-95c4-2f1ed18daa9d","iPhone 17 Pro Max","Apple","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=APP-01000-nyy1",true
"a921ba56-4826-407c-ae86-caa0d05ae2b2","iPhone 17 Pro","Apple","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=APP-01001-jp2x",true
"3c836561-fa2f-4dbe-87cf-d2ede4789835","iPhone 16e","Apple","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=APP-01002-s72v",true
"2322f90f-fd1d-4827-a50b-5b9e6690bb7d","Samsung Galaxy S26 Ultra","Samsung","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=SAM-01003-d85x",true
"1a688773-fa9e-4bdc-b2e4-494d4f056c82","Samsung Galaxy S26+","Samsung","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=SAM-01004-kn4o",true
"7f0598c7-0dcc-4633-a530-7e59d77205aa","Samsung Galaxy Z Fold 7","Samsung","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=SAM-01005-7pn5",true
"f1e67cdc-f2d7-4d8c-a0b8-5ea9b878be60","Google Pixel 10 Pro XL","Google","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=GOO-01006-c0vi",true
"3d2193a9-378b-4200-9c3d-4f0ec8950223","Google Pixel 10 Pro","Google","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=GOO-01007-36xx",true
"313a90f5-659e-400c-bd12-ee38feb096d5","OnePlus 13","OnePlus","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=ONE-01008-57w4",true
"626b209a-66e1-4547-968d-81232a318c2a","Xiaomi 16 Pro","Xiaomi","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=XIA-01009-r9j7",true
"49d27af6-bf2a-4ddc-99c0-74cd7036f35d","Dell Inspiron 15","Dell","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=DEL-01031-e1p2",true
"cebe2d74-15cf-4182-82af-ec0c59ba4ae0","Sony WH-1000XM6","Sony","Headphones","https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80&item=SON-01032-ucp6",true
"87b0731c-f002-415b-9d79-c490881563d3","Sony WH-1000XM5","Sony","Headphones","https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80&item=SON-01033-z6ko",true
"ab6e8466-9c45-4905-82da-40e596302b17","Nothing Phone 3","Nothing","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=NOT-01010-9mf3",true
"29d6192c-270b-4ea6-8274-31fface31d2d","Realme GT 7 Pro","Realme","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=REA-01011-yxpc",true
"e47d816a-6700-443b-bd87-01d43cfc281c","Vivo X200 Pro","Vivo","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=VIV-01012-oz46",true
"e9d59455-6196-47dc-ae2e-d50250bc6a6e","Non-Stick Tawa","Generic","Cookware","https://images.unsplash.com/photo-1584992236310-6edddc08acff?auto=format&fit=crop&w=800&q=80&item=GEN-01140-5a0c",true
"94266190-86c6-49ea-ba2b-99a896dcef71","MacBook Pro 16-inch","Apple","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=APP-01016-k11c",true
"1a2159ec-7db4-4462-81fe-0e19082573ce","Honor Magic 7 Pro","Generic","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=GEN-01015-rpbl",true
"7a966991-4211-481f-a22c-fb588068a435","OPPO Find N5","Oppo","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=OPP-01013-hbky",true
"50a567c0-bf95-428e-acad-ce6eedff5d04","MacBook Pro 14-inch","Apple","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=APP-01017-o7px",true
"2e3df242-fe81-4873-beb0-01e373421615","Motorola Edge 60 Pro","Motorola","Smartphones","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80&item=MOT-01014-bo4k",true
"009d049e-40a6-46c4-a3b5-9c3928498ff8","Sony MDR-7506","Sony","Headphones","https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80&item=SON-01034-zyra",true
"b263022e-aa4f-4cc9-ad11-6bf978cfb38d","Anker Soundcore Space One","Anker","Headphones","https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80&item=ANK-01045-q8ia",true
"8c614ef4-e87f-4e72-a64d-c0a92b075ab2","Sony MDR-ZX110","Sony","Headphones","https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80&item=SON-01046-i7s5",true
"b7345240-a83a-494d-a1f6-b8364ac48129","Dell XPS 16","Dell","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=DEL-01020-be1u",true
"3bc539c0-0f35-4207-8dc5-ff49b130d097","MacBook Air 15-inch","Apple","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=APP-01018-k0zd",true
"ace32e62-ad57-4d8f-aa38-3e7433925b22","Dell XPS 14","Dell","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=DEL-01021-ngfo",true
"2e68f07a-9c1f-447b-bdeb-b3f6954c6665","Lenovo ThinkPad X1 Carbon","Lenovo","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=LEN-01022-dorl",true
"5b0cff9a-eff9-4dfb-b027-68e057343efe","MacBook Air 13-inch","Apple","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=APP-01019-jrbt",true
"64fa5211-36c1-4199-b408-871ffaec2876","Acer Swift 5","Acer","Laptops","https://images.unsplash.com/photo-1517336714731-489689fd1ca8?auto=format&fit=crop&w=800&q=80&item=ACE-01026-sezr",true
